Date,Ticker,Close,Daily Return,RSI,MA50,MA200,RollingVol20,MACD,MACD_Signal,MACD_Hist,Panic,Momentum,Volatility,RSI_Overbought,RSI_Oversold,MarketRegime,PrimarySignal,PatternBase,BaseScore,PatternKey,ScoreAdjustment,FinalScore
2026-06-17,QQQ,722.510009765625,-0.0100703912167443,45.827233708066295,690.4933996582031,627.7569989013672,0.0184038725542193,8.80375116565449,11.507652850446622,-2.7039016847921324,PANIC,NO,NORMAL,NO,NO,BULL,PANIC,PANIC|BULL|NORMAL,58,,0.0,58.0
2026-06-17,RKLB,107.9800033569336,0.0320176449532134,29.860205521754153,103.14259963989258,73.50187503814698,0.067696758374493,-0.7743674428685949,2.689363302648131,-3.463730745516726,NO,MOMENTUM,VOLATILE,NO,NO,HIGH_VOLATILITY,MOMENTUM,MOMENTUM|HIGH_VOLATILITY|VOLATILE,55,,0.0,55.0
2026-06-17,RTX,192.5800018310547,0.0311077658386624,66.15274422927557,181.85480010986328,182.30344993591308,0.0182909066248345,1.893886571681179,0.1618340387460745,1.7320525329351044,NO,MOMENTUM,VOLATILE,NO,NO,SIDEWAYS,MOMENTUM,MOMENTUM|SIDEWAYS|VOLATILE,45,,0.0,45.0
2026-06-17,SLV,60.61000061035156,-0.0438554788778061,32.035246575705855,68.14100021362304,61.64255006790161,0.0309983245373107,-2.286372504875189,-2.0644084247961234,-0.2219640800790654,PANIC,NO,VOLATILE,NO,NO,HIGH_VOLATILITY,PANIC,PANIC|HIGH_VOLATILITY|VOLATILE,65,,0.0,65.0
2026-06-17,SPY,740.9600219726562,-0.0124878318923306,42.53995955474163,728.2442004394532,687.8271496582031,0.0103137669339398,4.034111911177774,5.922356404647022,-1.888244493469248,PANIC,NO,NORMAL,NO,NO,BULL,PANIC,PANIC|BULL|NORMAL,58,,0.0,58.0
2026-06-17,TSLA,396.3800048828125,-0.020461618900717,35.38923567759815,401.34260131835936,416.60810028076173,0.0297580721285172,-2.618024527159264,0.0816531241746205,-2.6996776513338845,PANIC,NO,VOLATILE,NO,NO,BEAR,PANIC,PANIC|BEAR|VOLATILE,60,,0.0,60.0
2026-06-17,USO,114.2300033569336,-0.0107387014000239,33.56504375425128,134.23579986572267,93.68174987792968,0.0278206350638957,-4.54491726565189,-1.9584385753040123,-2.586478690347877,PANIC,NO,NORMAL,NO,NO,SIDEWAYS,PANIC,PANIC|SIDEWAYS|NORMAL,55,,0.0,55.0
2026-06-17,V,330.3800048828125,-0.0082252349739951,54.63073330744654,320.67079956054687,329.20649826049805,0.0130182325165686,1.4691002576985284,0.8407168925634719,0.6283833651350564,NO,NO,NORMAL,NO,NO,SIDEWAYS,NONE,NONE|SIDEWAYS|NORMAL,5,,0.0,5.0
2026-06-17,WMT,118.12999725341795,-0.0239610142537238,47.99790995177174,125.29859924316406,116.36644973754883,0.021336188556045,-1.6388221176904525,-2.0768378154423757,0.4380156977519234,PANIC,NO,VOLATILE,NO,NO,SIDEWAYS,PANIC,PANIC|SIDEWAYS|VOLATILE,55,,0.0,55.0
2026-06-17,XOM,140.74000549316406,-0.0078950733989054,39.8166245975454,150.61699981689452,134.39694988250733,0.0185729992953868,-2.519994188948573,-1.4969722502731255,-1.023021938675447,NO,NO,NORMAL,NO,NO,SIDEWAYS,NONE,NONE|SIDEWAYS|NORMAL,5,,0.0,5.0
2026-06-17,^VIX,18.440000534057617,0.1237051008849121,55.962900376903626,17.852000045776368,18.55950008869171,0.1132957363909292,0.0153157598469242,-0.0388773773919243,0.0541931372388486,NO,MOMENTUM,VOLATILE,NO,NO,HIGH_VOLATILITY,MOMENTUM,MOMENTUM|HIGH_VOLATILITY|VOLATILE,55,,0.0,55.0
2026-06-18,BEL,425.1499938964844,0.0126235267736594,63.66223804529922,427.23200073242185,418.31399993896486,0.0115328541970829,-2.8345395951685077,-4.9931046232761025,2.1585650281075948,NO,MOMENTUM,NORMAL,NO,NO,SIDEWAYS,MOMENTUM,MOMENTUM|SIDEWAYS|NORMAL,45,,0.0,45.0
2026-06-18,BHARTIARTL,1871.0999755859375,-0.0024524048119015,59.740845159530096,1842.9099951171877,1951.948002319336,0.0098493200508101,0.4526192645776064,-6.8218654591573085,7.274484723734915,NO,NO,NORMAL,NO,NO,SIDEWAYS,NONE,NONE|SIDEWAYS|NORMAL,5,,0.0,5.0
2026-06-18,BSE,4037.199951171875,0.0095019004960892,45.34097069246991,3855.2739990234377,2940.6000012207032,0.0238981134796834,44.37145702501266,62.92728039054893,-18.55582336553627,NO,NO,NORMAL,NO,NO,BULL,NONE,NONE|BULL|NORMAL,8,,0.0,8.0
2026-06-18,BTC-USD,63707.01171875,-0.028866012407939,48.95936576105314,73184.451796875,77258.5530078125,0.0259185062390758,-2506.2155927056665,-3065.5451216568313,559.3295289511648,PANIC,NO,VOLATILE,NO,NO,BEAR,PANIC,PANIC|BEAR|VOLATILE,60,,0.0,60.0
2026-06-18,CDSL,1380.0,0.0690215926104578,71.8387050156309,1259.346005859375,1400.1675067138672,0.0205654084113139,15.090419604212002,-1.292998412091435,16.383418016303438,NO,MOMENTUM,VOLATILE,NO,NO,SIDEWAYS,MOMENTUM,MOMENTUM|SIDEWAYS|VOLATILE,45,,0.0,45.0
2026-06-18,COCHINSHIP,1505.0999755859375,0.0032662475493583,54.711317792372384,1554.863994140625,1601.3634997558593,0.0213057241802969,-27.41341712602548,-36.6877157085638,9.274298582538322,NO,NO,NORMAL,NO,NO,BEAR,NONE,NONE|BEAR|NORMAL,10,,0.0,10.0
2026-06-18,ETH-USD,1723.0,-0.0376442478602561,43.62048123088611,2035.56361328125,2389.244486083984,0.0388091098368338,-89.33072769726459,-112.86236940500773,23.53164170774312,PANIC,NO,VOLATILE,NO,NO,HIGH_VOLATILITY,PANIC,PANIC|HIGH_VOLATILITY|VOLATILE,65,,0.0,65.0
2026-06-18,HAL,4443.89990234375,-0.0037215777729514,60.174291815390816,4367.807978515625,4395.407501220703,0.0153305703796154,-6.351208910776222,-25.309001500646986,18.95779258987076,NO,NO,NORMAL,NO,NO,SIDEWAYS,NONE,NONE|SIDEWAYS|NORMAL,5,,0.0,5.0
2026-06-18,HDFCBANK,799.7999877929688,0.0161351957832003,79.03309817324359,773.6990014648437,899.5599996948242,0.0145747023966305,3.0541126082283654,-3.668796171184636,6.722908779413001,NO,MOMENTUM,VOLATILE,OVERBOUGHT,NO,SIDEWAYS,MOMENTUM,MOMENTUM|SIDEWAYS|VOLATILE,45,,0.0,45.0
