Timestamp,MarketState,TopTicker,TopPrimarySignal,TopMarketRegime,TopVolatility,TopScore,TopPriorityScore,BullCount,BearCount,SidewaysCount,HighVolCount,PanicCount,MomentumCount,OversoldCount,OverboughtCount,SourceFile
2026-06-22 10:38:50,SIDEWAYS,GDX,PANIC,HIGH_VOLATILITY,VOLATILE,65.0,75,13,15,21,7,20,10,1,3,latest_stock_signals.csv
